Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,PrevClose
2026-01-05 09:00:00+08:00,23.200000762939453,23.450000762939453,22.75,22.950000762939453,0,0.0,0.0,22.1
2026-01-05 09:01:00+08:00,23.100000381469727,23.299999237060547,22.950000762939453,23.299999237060547,81000,0.0,0.0,22.1
2026-01-05 09:02:00+08:00,23.350000381469727,23.600000381469727,23.200000762939453,23.450000762939453,74000,0.0,0.0,22.1
2026-01-05 09:03:00+08:00,23.5,23.600000381469727,23.149999618530273,23.200000762939453,69000,0.0,0.0,22.1
2026-01-05 09:04:00+08:00,23.200000762939453,23.5,23.149999618530273,23.200000762939453,99000,0.0,0.0,22.1
2026-01-05 09:05:00+08:00,23.149999618530273,23.200000762939453,23.149999618530273,23.149999618530273,18000,0.0,0.0,22.1
2026-01-05 09:06:00+08:00,23.100000381469727,23.100000381469727,22.799999237060547,22.950000762939453,150000,0.0,0.0,22.1
2026-01-05 09:07:00+08:00,23.0,23.25,22.950000762939453,23.25,41000,0.0,0.0,22.1
2026-01-05 09:08:00+08:00,23.25,23.399999618530273,23.25,23.399999618530273,26000,0.0,0.0,22.1
2026-01-05 09:09:00+08:00,23.399999618530273,23.399999618530273,23.350000381469727,23.399999618530273,29467,0.0,0.0,22.1
2026-01-05 09:10:00+08:00,23.399999618530273,23.399999618530273,23.350000381469727,23.399999618530273,15815,0.0,0.0,22.1
2026-01-05 09:11:00+08:00,23.399999618530273,23.399999618530273,23.299999237060547,23.299999237060547,14701,0.0,0.0,22.1
2026-01-05 09:12:00+08:00,23.299999237060547,23.399999618530273,23.149999618530273,23.399999618530273,32100,0.0,0.0,22.1
2026-01-05 09:13:00+08:00,23.399999618530273,23.399999618530273,23.350000381469727,23.350000381469727,7584,0.0,0.0,22.1
2026-01-05 09:14:00+08:00,23.350000381469727,23.350000381469727,23.149999618530273,23.149999618530273,12900,0.0,0.0,22.1
2026-01-05 09:15:00+08:00,23.200000762939453,23.350000381469727,23.200000762939453,23.350000381469727,14054,0.0,0.0,22.1
2026-01-05 09:16:00+08:00,23.350000381469727,23.350000381469727,23.200000762939453,23.299999237060547,12741,0.0,0.0,22.1
2026-01-05 09:17:00+08:00,23.200000762939453,23.299999237060547,23.149999618530273,23.299999237060547,11000,0.0,0.0,22.1
2026-01-05 09:18:00+08:00,23.299999237060547,23.350000381469727,23.299999237060547,23.350000381469727,5000,0.0,0.0,22.1
2026-01-05 09:19:00+08:00,23.299999237060547,23.299999237060547,23.200000762939453,23.200000762939453,9180,0.0,0.0,22.1
2026-01-05 09:20:00+08:00,23.200000762939453,23.200000762939453,23.049999237060547,23.100000381469727,17110,0.0,0.0,22.1
2026-01-05 09:21:00+08:00,23.100000381469727,23.149999618530273,23.049999237060547,23.049999237060547,14140,0.0,0.0,22.1
2026-01-05 09:22:00+08:00,23.100000381469727,23.100000381469727,23.0,23.049999237060547,8360,0.0,0.0,22.1
2026-01-05 09:23:00+08:00,23.0,23.149999618530273,23.0,23.100000381469727,19150,0.0,0.0,22.1
2026-01-05 09:24:00+08:00,23.100000381469727,23.25,23.100000381469727,23.25,8000,0.0,0.0,22.1
2026-01-05 09:25:00+08:00,23.200000762939453,23.25,23.200000762939453,23.25,4150,0.0,0.0,22.1
2026-01-05 09:26:00+08:00,23.25,23.25,23.25,23.25,11199,0.0,0.0,22.1
2026-01-05 09:27:00+08:00,23.25,23.299999237060547,23.200000762939453,23.299999237060547,6100,0.0,0.0,22.1
2026-01-05 09:28:00+08:00,23.350000381469727,23.5,23.350000381469727,23.5,76090,0.0,0.0,22.1
2026-01-05 09:29:00+08:00,23.549999237060547,23.600000381469727,23.5,23.5,22120,0.0,0.0,22.1
2026-01-05 09:30:00+08:00,23.399999618530273,23.450000762939453,23.299999237060547,23.299999237060547,19540,0.0,0.0,22.1
2026-01-05 09:31:00+08:00,23.350000381469727,23.350000381469727,23.149999618530273,23.149999618530273,18216,0.0,0.0,22.1
2026-01-05 09:32:00+08:00,23.100000381469727,23.149999618530273,23.100000381469727,23.149999618530273,5100,0.0,0.0,22.1
2026-01-05 09:33:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,6000,0.0,0.0,22.1
2026-01-05 09:34:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,7001,0.0,0.0,22.1
2026-01-05 09:35:00+08:00,23.149999618530273,23.149999618530273,23.049999237060547,23.049999237060547,50426,0.0,0.0,22.1
2026-01-05 09:36:00+08:00,23.0,23.0,22.899999618530273,22.950000762939453,63000,0.0,0.0,22.1
2026-01-05 09:37:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,7131,0.0,0.0,22.1
2026-01-05 09:38:00+08:00,23.0,23.0,23.0,23.0,5100,0.0,0.0,22.1
2026-01-05 09:39:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,4000,0.0,0.0,22.1
2026-01-05 09:40:00+08:00,22.950000762939453,23.049999237060547,22.950000762939453,23.049999237060547,6100,0.0,0.0,22.1
2026-01-05 09:41:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,17724,0.0,0.0,22.1
2026-01-05 09:42:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,3000,0.0,0.0,22.1
2026-01-05 09:43:00+08:00,23.149999618530273,23.200000762939453,23.149999618530273,23.200000762939453,2000,0.0,0.0,22.1
2026-01-05 09:44:00+08:00,23.100000381469727,23.200000762939453,23.100000381469727,23.200000762939453,4020,0.0,0.0,22.1
2026-01-05 09:45:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,3059,0.0,0.0,22.1
2026-01-05 09:47:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,6000,0.0,0.0,22.1
2026-01-05 09:48:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,6956,0.0,0.0,22.1
2026-01-05 09:49:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,2100,0.0,0.0,22.1
2026-01-05 09:50:00+08:00,23.149999618530273,23.200000762939453,23.149999618530273,23.200000762939453,7100,0.0,0.0,22.1
2026-01-05 09:51:00+08:00,23.100000381469727,23.200000762939453,23.100000381469727,23.200000762939453,2000,0.0,0.0,22.1
2026-01-05 09:52:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,6060,0.0,0.0,22.1
2026-01-05 09:54:00+08:00,23.049999237060547,23.049999237060547,22.950000762939453,22.950000762939453,14100,0.0,0.0,22.1
2026-01-05 09:55:00+08:00,22.950000762939453,23.0,22.899999618530273,22.899999618530273,26142,0.0,0.0,22.1
2026-01-05 09:56:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,3000,0.0,0.0,22.1
2026-01-05 09:57:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,2218,0.0,0.0,22.1
2026-01-05 09:58:00+08:00,23.0,23.0,23.0,23.0,4000,0.0,0.0,22.1
2026-01-05 10:00:00+08:00,23.0,23.049999237060547,22.899999618530273,22.950000762939453,15100,0.0,0.0,22.1
2026-01-05 10:03:00+08:00,22.950000762939453,23.0,22.950000762939453,22.950000762939453,4003,0.0,0.0,22.1
2026-01-05 10:04:00+08:00,22.950000762939453,22.950000762939453,22.899999618530273,22.899999618530273,31000,0.0,0.0,22.1
2026-01-05 10:05:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,39000,0.0,0.0,22.1
2026-01-05 10:06:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,4000,0.0,0.0,22.1
2026-01-05 10:07:00+08:00,22.850000381469727,22.899999618530273,22.850000381469727,22.899999618530273,17099,0.0,0.0,22.1
2026-01-05 10:09:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,9000,0.0,0.0,22.1
2026-01-05 10:10:00+08:00,22.850000381469727,22.850000381469727,22.799999237060547,22.850000381469727,15000,0.0,0.0,22.1
2026-01-05 10:11:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,11005,0.0,0.0,22.1
2026-01-05 10:12:00+08:00,22.899999618530273,23.0,22.899999618530273,23.0,11000,0.0,0.0,22.1
2026-01-05 10:13:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1000,0.0,0.0,22.1
2026-01-05 10:14:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,6000,0.0,0.0,22.1
2026-01-05 10:15:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,8307,0.0,0.0,22.1
2026-01-05 10:18:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,6000,0.0,0.0,22.1
2026-01-05 10:19:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,1000,0.0,0.0,22.1
2026-01-05 10:20:00+08:00,22.799999237060547,22.899999618530273,22.799999237060547,22.899999618530273,20000,0.0,0.0,22.1
2026-01-05 10:22:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,5000,0.0,0.0,22.1
2026-01-05 10:24:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,7000,0.0,0.0,22.1
2026-01-05 10:25:00+08:00,22.899999618530273,22.899999618530273,22.799999237060547,22.799999237060547,11016,0.0,0.0,22.1
2026-01-05 10:26:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,2400,0.0,0.0,22.1
2026-01-05 10:27:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,19050,0.0,0.0,22.1
2026-01-05 10:28:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,1000,0.0,0.0,22.1
2026-01-05 10:29:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,3000,0.0,0.0,22.1
2026-01-05 10:30:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,1000,0.0,0.0,22.1
2026-01-05 10:31:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,1000,0.0,0.0,22.1
2026-01-05 10:32:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,4075,0.0,0.0,22.1
2026-01-05 10:33:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1000,0.0,0.0,22.1
2026-01-05 10:34:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,7280,0.0,0.0,22.1
2026-01-05 10:35:00+08:00,23.0,23.0,23.0,23.0,1034,0.0,0.0,22.1
2026-01-05 10:38:00+08:00,23.0,23.0,23.0,23.0,5000,0.0,0.0,22.1
2026-01-05 10:39:00+08:00,23.0,23.100000381469727,23.0,23.100000381469727,4145,0.0,0.0,22.1
2026-01-05 10:40:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,4000,0.0,0.0,22.1
2026-01-05 10:41:00+08:00,23.100000381469727,23.100000381469727,23.0,23.0,2100,0.0,0.0,22.1
2026-01-05 10:43:00+08:00,23.0,23.0,23.0,23.0,1000,0.0,0.0,22.1
2026-01-05 10:44:00+08:00,23.100000381469727,23.149999618530273,23.100000381469727,23.149999618530273,7023,0.0,0.0,22.1
2026-01-05 10:46:00+08:00,23.149999618530273,23.200000762939453,23.149999618530273,23.149999618530273,6913,0.0,0.0,22.1
2026-01-05 10:47:00+08:00,23.149999618530273,23.200000762939453,23.149999618530273,23.200000762939453,3000,0.0,0.0,22.1
2026-01-05 10:48:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,1000,0.0,0.0,22.1
2026-01-05 10:49:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,1000,0.0,0.0,22.1
2026-01-05 10:53:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,5000,0.0,0.0,22.1
2026-01-05 10:54:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,2000,0.0,0.0,22.1
2026-01-05 10:55:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,1000,0.0,0.0,22.1
2026-01-05 10:56:00+08:00,23.149999618530273,23.200000762939453,23.149999618530273,23.200000762939453,8751,0.0,0.0,22.1
2026-01-05 10:59:00+08:00,23.200000762939453,23.200000762939453,23.149999618530273,23.200000762939453,5060,0.0,0.0,22.1
2026-01-05 11:01:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,1000,0.0,0.0,22.1
2026-01-05 11:02:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,1000,0.0,0.0,22.1
2026-01-05 11:05:00+08:00,23.200000762939453,23.200000762939453,23.200000762939453,23.200000762939453,1000,0.0,0.0,22.1
2026-01-05 11:07:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,1000,0.0,0.0,22.1
2026-01-05 11:08:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,1000,0.0,0.0,22.1
2026-01-05 11:09:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,6010,0.0,0.0,22.1
2026-01-05 11:11:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,2171,0.0,0.0,22.1
2026-01-05 11:12:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,1000,0.0,0.0,22.1
2026-01-05 11:14:00+08:00,23.100000381469727,23.100000381469727,23.049999237060547,23.049999237060547,3003,0.0,0.0,22.1
2026-01-05 11:15:00+08:00,23.0,23.0,23.0,23.0,1000,0.0,0.0,22.1
2026-01-05 11:16:00+08:00,23.0,23.0,22.899999618530273,22.899999618530273,13276,0.0,0.0,22.1
2026-01-05 11:17:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1027,0.0,0.0,22.1
2026-01-05 11:18:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,2091,0.0,0.0,22.1
2026-01-05 11:20:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1000,0.0,0.0,22.1
2026-01-05 11:22:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,2000,0.0,0.0,22.1
2026-01-05 11:23:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,5000,0.0,0.0,22.1
2026-01-05 11:24:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1087,0.0,0.0,22.1
2026-01-05 11:29:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1480,0.0,0.0,22.1
2026-01-05 11:31:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,2022,0.0,0.0,22.1
2026-01-05 11:34:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,4000,0.0,0.0,22.1
2026-01-05 11:35:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,3000,0.0,0.0,22.1
2026-01-05 11:36:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,1000,0.0,0.0,22.1
2026-01-05 11:38:00+08:00,22.850000381469727,23.0,22.850000381469727,23.0,5000,0.0,0.0,22.1
2026-01-05 11:40:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,1000,0.0,0.0,22.1
2026-01-05 11:41:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,2011,0.0,0.0,22.1
2026-01-05 11:42:00+08:00,23.0,23.149999618530273,23.0,23.149999618530273,10000,0.0,0.0,22.1
2026-01-05 11:44:00+08:00,23.149999618530273,23.149999618530273,23.100000381469727,23.100000381469727,4000,0.0,0.0,22.1
2026-01-05 11:45:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,2000,0.0,0.0,22.1
2026-01-05 11:46:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,4000,0.0,0.0,22.1
2026-01-05 11:47:00+08:00,23.100000381469727,23.100000381469727,23.0,23.0,5100,0.0,0.0,22.1
2026-01-05 11:50:00+08:00,23.0,23.0,23.0,23.0,1000,0.0,0.0,22.1
2026-01-05 11:53:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,3000,0.0,0.0,22.1
2026-01-05 11:54:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,3000,0.0,0.0,22.1
2026-01-05 11:55:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,2250,0.0,0.0,22.1
2026-01-05 11:59:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,5070,0.0,0.0,22.1
2026-01-05 12:02:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,2472,0.0,0.0,22.1
2026-01-05 12:09:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,11000,0.0,0.0,22.1
2026-01-05 12:10:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,2000,0.0,0.0,22.1
2026-01-05 12:11:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,1848,0.0,0.0,22.1
2026-01-05 12:13:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,2000,0.0,0.0,22.1
2026-01-05 12:14:00+08:00,22.850000381469727,22.850000381469727,22.799999237060547,22.799999237060547,5009,0.0,0.0,22.1
2026-01-05 12:16:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,2000,0.0,0.0,22.1
2026-01-05 12:17:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,1380,0.0,0.0,22.1
2026-01-05 12:18:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,10510,0.0,0.0,22.1
2026-01-05 12:19:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,4000,0.0,0.0,22.1
2026-01-05 12:21:00+08:00,22.75,22.799999237060547,22.75,22.75,6000,0.0,0.0,22.1
2026-01-05 12:22:00+08:00,22.75,22.75,22.75,22.75,10000,0.0,0.0,22.1
2026-01-05 12:23:00+08:00,22.75,22.75,22.700000762939453,22.700000762939453,25002,0.0,0.0,22.1
2026-01-05 12:24:00+08:00,22.700000762939453,22.700000762939453,22.700000762939453,22.700000762939453,6000,0.0,0.0,22.1
2026-01-05 12:25:00+08:00,22.700000762939453,22.700000762939453,22.649999618530273,22.649999618530273,9000,0.0,0.0,22.1
2026-01-05 12:26:00+08:00,22.700000762939453,22.700000762939453,22.649999618530273,22.700000762939453,8000,0.0,0.0,22.1
2026-01-05 12:27:00+08:00,22.700000762939453,22.700000762939453,22.649999618530273,22.649999618530273,5000,0.0,0.0,22.1
2026-01-05 12:28:00+08:00,22.700000762939453,22.700000762939453,22.700000762939453,22.700000762939453,1000,0.0,0.0,22.1
2026-01-05 12:29:00+08:00,22.700000762939453,22.700000762939453,22.700000762939453,22.700000762939453,3236,0.0,0.0,22.1
2026-01-05 12:31:00+08:00,22.75,22.799999237060547,22.75,22.799999237060547,13129,0.0,0.0,22.1
2026-01-05 12:32:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,9526,0.0,0.0,22.1
2026-01-05 12:33:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1000,0.0,0.0,22.1
2026-01-05 12:34:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1150,0.0,0.0,22.1
2026-01-05 12:36:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,1000,0.0,0.0,22.1
2026-01-05 12:37:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,1000,0.0,0.0,22.1
2026-01-05 12:41:00+08:00,22.799999237060547,22.850000381469727,22.799999237060547,22.850000381469727,2300,0.0,0.0,22.1
2026-01-05 12:43:00+08:00,22.850000381469727,22.850000381469727,22.850000381469727,22.850000381469727,1752,0.0,0.0,22.1
2026-01-05 12:45:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,5000,0.0,0.0,22.1
2026-01-05 12:46:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,1300,0.0,0.0,22.1
2026-01-05 12:47:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,2000,0.0,0.0,22.1
2026-01-05 12:48:00+08:00,22.799999237060547,23.100000381469727,22.799999237060547,23.100000381469727,23000,0.0,0.0,22.1
2026-01-05 12:49:00+08:00,23.0,23.0,23.0,23.0,2000,0.0,0.0,22.1
2026-01-05 12:50:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1000,0.0,0.0,22.1
2026-01-05 12:51:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,1000,0.0,0.0,22.1
2026-01-05 12:52:00+08:00,23.0,23.0,23.0,23.0,8000,0.0,0.0,22.1
2026-01-05 12:53:00+08:00,23.0,23.0,23.0,23.0,1455,0.0,0.0,22.1
2026-01-05 12:54:00+08:00,23.0,23.0,23.0,23.0,1000,0.0,0.0,22.1
2026-01-05 12:55:00+08:00,23.100000381469727,23.149999618530273,23.100000381469727,23.149999618530273,6252,0.0,0.0,22.1
2026-01-05 12:56:00+08:00,23.149999618530273,23.149999618530273,22.850000381469727,22.850000381469727,22003,0.0,0.0,22.1
2026-01-05 12:57:00+08:00,23.049999237060547,23.149999618530273,23.049999237060547,23.149999618530273,2019,0.0,0.0,22.1
2026-01-05 12:58:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,1266,0.0,0.0,22.1
2026-01-05 12:59:00+08:00,23.100000381469727,23.200000762939453,23.100000381469727,23.200000762939453,13110,0.0,0.0,22.1
2026-01-05 13:00:00+08:00,23.149999618530273,23.149999618530273,23.149999618530273,23.149999618530273,4602,0.0,0.0,22.1
2026-01-05 13:01:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,6000,0.0,0.0,22.1
2026-01-05 13:02:00+08:00,23.100000381469727,23.100000381469727,23.100000381469727,23.100000381469727,2148,0.0,0.0,22.1
2026-01-05 13:05:00+08:00,23.049999237060547,23.049999237060547,23.0,23.0,3001,0.0,0.0,22.1
2026-01-05 13:06:00+08:00,23.0,23.0,23.0,23.0,5000,0.0,0.0,22.1
2026-01-05 13:07:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,2000,0.0,0.0,22.1
2026-01-05 13:08:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,3048,0.0,0.0,22.1
2026-01-05 13:10:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,1109,0.0,0.0,22.1
2026-01-05 13:11:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,3000,0.0,0.0,22.1
2026-01-05 13:12:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,10000,0.0,0.0,22.1
2026-01-05 13:13:00+08:00,22.899999618530273,22.950000762939453,22.75,22.950000762939453,33125,0.0,0.0,22.1
2026-01-05 13:14:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,1000,0.0,0.0,22.1
2026-01-05 13:15:00+08:00,22.799999237060547,22.799999237060547,22.799999237060547,22.799999237060547,2156,0.0,0.0,22.1
2026-01-05 13:16:00+08:00,22.799999237060547,22.850000381469727,22.799999237060547,22.850000381469727,2002,0.0,0.0,22.1
2026-01-05 13:17:00+08:00,22.799999237060547,22.799999237060547,22.75,22.799999237060547,6050,0.0,0.0,22.1
2026-01-05 13:18:00+08:00,22.75,22.899999618530273,22.75,22.899999618530273,3000,0.0,0.0,22.1
2026-01-05 13:19:00+08:00,22.899999618530273,23.0,22.799999237060547,22.799999237060547,15057,0.0,0.0,22.1
2026-01-05 13:20:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,10000,0.0,0.0,22.1
2026-01-05 13:21:00+08:00,22.850000381469727,22.899999618530273,22.850000381469727,22.850000381469727,10000,0.0,0.0,22.1
2026-01-05 13:22:00+08:00,22.899999618530273,22.899999618530273,22.899999618530273,22.899999618530273,4132,0.0,0.0,22.1
2026-01-05 13:23:00+08:00,22.950000762939453,22.950000762939453,22.950000762939453,22.950000762939453,5000,0.0,0.0,22.1
2026-01-05 13:24:00+08:00,23.0,23.0,22.950000762939453,22.950000762939453,12081,0.0,0.0,22.1
